218,609
69,1
159,569
59,64
224,787
158,851
72,384
72,164
39,225
219,439
239,506
172,187
52,42
62,739
54,497
205,1
25,708
216,159
114,767
101,181
206,203
105,575
147,562
206,886
112,43
178,415
208,38
162,309
239,672
106,655
222,192
54,483
173,583
100,599
227,136
145,103
95,767
73,352
86,709
231,520
159,123
105,579
127,817
107,759
0,395
147,139
114,389
165,709
209,227
216,275
145,480
135,39
168,225
66,443
236,189
51,692
94,761
116,291
190,249
43,477
53,271
178,531
239,361
226,190
66,299
67,691
135,569
159,536
84,771
35,720
237,208
218,841
40,17
193,924
5,297
86,798
65,595
137,889
209,478
206,732
175,763
69,98
94,509
60,507
54,473
172,419
141,599
77,605
54,311
218,315
10,524
175,857
81,584
51,67
205,498
196,678
69,219
96,322
34,109
18,909
216,912
56,127
138,831
174,915
108,174
148,777
170,634
135,685
145,479
163,375
167,476
108,30
146,798
205,457
120,4
8,339
109,242
239,104
40,151
52,116
72,750
206,192
33,130
188,153
5,449
210,153
109,763
52,381
204,506
226,27
35,319
227,907
56,351
65,329
215,762
46,325
163,105
2,389
54,427
166,250
178,233
67,811
18,769
74,14
164,307
11,74
59,398
71,363
186,740
94,764
60,106
223,905
142,917
17,1
2,528
15,885
128,753
18,881
219,791
211,122
143,652
178,857
10,626
230,10
112,512
237,534
83,476
144,733
106,441
74,0
71,102
94,67
148,614
82,349
19,311
41,735
225,416
37,216
141,175
215,878
35,26
33,340
12,802
199,152
158,389
233,303
112,13
72,187
18,732
37,355
20,424
220,211
107,172
54,35
96,437
198,137
62,124
19,162
237,650
204,473
14,492
226,897
132,475
66,539
19,845
60,855
11,850
148,83
39,423
9,270
67,113
135,885
41,213
156,441
48,499
106,193
10,872
101,87
78,607
100,137
51,6
46,831
71,348
36,619
159,708
6,767
72,56
116,517
47,646
206,154
222,76
13,281
38,27
192,750
207,375
104,884
9,912
25,362
166,212
22,585
194,539
232,831
163,570
126,395
196,100
94,470
224,180
126,413
74,232
94,299
142,385
35,649
187,536
190,16
86,215
142,641
88,5
178,69
142,650
156,557
37,713
148,284
97,727
196,230
56,573
163,556
210,878
136,840
110,284
68,565
209,43
68,821
178,37
242,467
205,656
14,432
106,39
20,274
162,605
80,377
199,87
77,628
144,825
9,628
108,750
126,511
216,414
180,766
233,494
94,586
19,394
204,40
138,769
242,341
172,505
132,707
6,869
35,765
86,331
137,642
174,453
24,118
34,815
96,372
218,886
77,758
15,307
207,239
23,656
115,74
81,737
87,677
100,369
97,196
0,529
162,847
72,288
117,49
127,749
239,563
135,335
35,248
206,386
232,524
142,469
19,151
26,437
235,669
216,9
236,503
106,137
73,387
242,583
163,528
225,521
111,737
174,686
10,178
102,917
49,295
234,179
94,684
145,906
6,55
207,234
196,332
123,738
81,503
88,399
51,224
190,419
186,278
157,242
189,274
24,216
225,633
166,547
10,52
138,247
223,443
179,355
142,455
124,568
109,705
102,153
188,580
52,570
58,879
52,808
132,679
188,589
49,672
25,562
143,190
115,208
74,603
81,224
16,113
160,615
117,165
50,502
109,161
156,483
114,239
169,184
149,215
106,671
153,185
242,699
162,837
130,476
8,123
24,723
164,617
115,850
205,97
172,737
186,394
225,740
207,435
161,328
184,568
52,659
140,781
69,501
226,76
184,586
68,356
59,564
128,407
13,835
189,246
159,678
87,909
8,765
44,44
56,921
10,298
6,157
96,487
239,368
226,435
225,479
70,694
207,592
50,636
165,675
81,187
5,475
194,82
57,769
226,309
234,411
46,369
205,213
111,187
210,309
226,848
112,179
164,845
230,827
141,889
174,648
25,794
102,223
73,861
163,108
232,845
123,44
178,645
72,636
22,388
14,146
106,885
232,872
220,251
187,74
39,715
87,472
163,211
75,525
204,648
186,761
130,708
48,153
243,737
206,837
43,721
145,589
216,649
199,160
230,413
149,339
162,269
109,541
37,107
194,737
51,163
52,882
111,74
68,103
155,913
220,228
52,891
207,685
219,650
77,319
226,793
182,857
194,593
66,673
86,242
144,363
179,330
166,360
6,389
164,597
179,595
49,714
35,550
69,463
39,849
102,887
97,543
24,806
226,303
39,687
189,882
103,223
131,532
232,862
87,215
219,901
159,469
35,15
199,532
79,387
67,233
218,545
127,107
190,483
228,595
195,180
107,296
163,713
180,820
186,854
206,27
174,471
69,705
228,213
40,907
6,249
174,480
126,165
194,309
115,254
162,771
163,596
159,882
163,605
123,532
35,666
69,826
15,617
178,77
39,547
230,798
188,127
82,216
98,242
216,881
52,611
104,905
4,162
46,555
51,395
18,734
76,815
243,187
234,642
109,620
160,427
239,302
71,346
43,665
194,825
134,155
224,21
201,721
24,14
52,750
179,791
94,338
164,137
175,183
177,592
204,884
234,745
53,733
239,823
233,520
132,50
187,422
85,365
209,419
23,152
184,106
226,270
236,543
46,550
209,446
230,914
25,216
231,186
228,715
206,538
203,213
117,875
188,499
19,541
209,302
48,366
4,278
2,735
54,773
51,529
144,190
107,290
52,354
117,749
39,811
95,801
224,308
14,736
226,247
69,681
174,456
207,642
216,471
179,13
74,216
203,626
178,691
8,527
126,424
160,237
80,555
87,689
23,268
109,219
45,27
35,898
114,535
201,311
52,578
188,615
73,399
232,383
35,781
56,813
72,174
39,653
163,558
138,385
222,616
107,388
39,671
182,162
33,448
167,448
28,360
71,578
58,797
142,211
24,246
124,571
110,825
175,415
220,557
4,762
8,643
26,35
1,765
84,153
236,775
202,117
182,395
112,745
40,311
52,703
201,27
22,15
164,773
174,567
103,287
190,17
78,203
226,605
141,637
5,627
156,787
22,42
179,133
54,349
186,797
225,249
79,671
81,375

fold along y=462
fold along y=231
fold along y=115
fold along y=57
fold along x=122
fold along x=61
fold along y=28
fold along x=30
